region,time_s,like_mean_hz,like_std_hz,dislike_mean_hz,dislike_std_hz,diff_mean_hz,p_raw,p_fdr
amygdala,-0.32499999999999984,1.5339465515579145,2.5352813050283944,1.4730383785501648,2.3510930572095052,0.060908173007749596,1.0,1.0
amygdala,-0.31499999999999984,1.5232781613511768,2.544530690117676,1.4776825934240971,2.3753925941553224,0.045595567927079986,0.7156020623007808,0.8595295821797202
amygdala,-0.3049999999999998,1.5094112117458942,2.5512794705516795,1.4767858332365669,2.394412218581809,0.0326253785093277,0.5090155988275284,0.7701973382008378
amygdala,-0.2949999999999998,1.4932438579056726,2.557750081491927,1.4699968609358458,2.4060329038089687,0.023246996969826357,0.5090155988275284,0.7701973382008378
amygdala,-0.2849999999999998,1.47607323512161,2.5653501500858766,1.4577131006036983,2.409366405867808,0.018360134517911277,0.38686641984360415,0.6951701122809478
amygdala,-0.2749999999999998,1.4593049776933493,2.5741260106970687,1.440979868610589,2.404753050114783,0.018325109082760548,0.3365521878439186,0.6840491622843874
amygdala,-0.2649999999999998,1.444138118418088,2.5825766418575795,1.421246973036022,2.393606613077176,0.022891145382066484,0.40041798467382594,0.6951701122809478
amygdala,-0.2549999999999998,1.431422763878009,2.588296035507868,1.4003000907795617,2.378447695784204,0.03112267309844717,0.40041798467382594,0.6951701122809478
amygdala,-0.24499999999999977,1.4214030536787912,2.58827272022729,1.3798983715860993,2.362193787934616,0.04150468209269186,0.40041798467382594,0.6951701122809478
amygdala,-0.23499999999999976,1.413878028206853,2.5799159245601344,1.3617479956476728,2.348091504916707,0.052130032559180375,0.3408819179593692,0.6872619313696959
amygdala,-0.22499999999999976,1.4082520228882973,2.5615370808496403,1.3472955694887787,2.3391017699991363,0.060956453399518426,0.380904893503636,0.6951701122809478
amygdala,-0.21499999999999975,1.4036454128761406,2.5327710073939715,1.337765592120421,2.338000750871125,0.06587982075572,0.3870936972590958,0.6951701122809478
amygdala,-0.20499999999999974,1.3991582532332658,2.495072056858076,1.333991642638248,2.3468305191947256,0.0651666105950178,0.47106336173321883,0.7501008944796478
amygdala,-0.19499999999999973,1.3939212573325805,2.451330259414943,1.3365161942340082,2.3671139578682694,0.05740506309857164,0.5165484841465026,0.7701973382008378
amygdala,-0.18499999999999972,1.3872907108479076,2.4056069197146432,1.3454664643468193,2.3994347216797527,0.04182424650108785,0.6004574855558895,0.8374881944302217
amygdala,-0.1749999999999997,1.378851003298716,2.362380023294071,1.3605162918851355,2.4431141573269874,0.018334711413580566,0.4254511364591589,0.7084102780103463
amygdala,-0.1649999999999997,1.368536101059456,2.325929984816002,1.3807809748424527,2.495815799683593,-0.012244873782996938,0.39948426822080874,0.6951701122809478
