region,time_s,ifr_like_hz,ifr_dislike_hz,ifr_like_minus_dislike_hz
overall,0.9550000000000013,1.0793199143215668,1.3347226379799708,-0.255402723658404
overall,0.9650000000000013,1.0771806432706312,1.314133435064875,-0.23695279179424378
overall,0.9750000000000013,1.066403537071428,1.299232937004028,-0.2328293999326001
overall,0.9850000000000013,1.0526538598267887,1.2887338554998555,-0.2360799956730668
overall,0.9950000000000013,1.0424657493762042,1.2807824405368555,-0.23831669116065135
overall,1.0050000000000012,1.0421704520786887,1.2735598905624514,-0.2313894384837627
overall,1.0150000000000015,1.0569387393866336,1.265328555859129,-0.20838981647249533
overall,1.0250000000000012,1.0900095654587065,1.2547421686143223,-0.16473260315561578
overall,1.0350000000000015,1.141840644216081,1.2412686880311505,-0.09942804381506964
overall,1.0450000000000013,1.2101122987404995,1.2245811742944246,-0.014468875553925065
overall,1.0550000000000015,1.2897908423294389,1.2048512838025907,0.0849395585268482
overall,1.0650000000000013,1.3734864092825638,1.1824012246376319,0.19108518464493196
overall,1.0750000000000015,1.452256414917992,1.1572156538918166,0.2950407610261754
overall,1.0850000000000013,1.516598804735516,1.128733538643247,0.3878652660922688
overall,1.0950000000000015,1.557772664401029,1.0958213663795282,0.4619512980215008
overall,1.1050000000000013,1.5688772376102262,1.0572213196933833,0.511655917916843
overall,1.1150000000000015,1.5458818747117113,1.0115217447714913,0.5343601299402201
overall,1.1250000000000013,1.4883790693017298,0.9581950101465374,0.5301840591551924
overall,1.1350000000000016,1.3997191651917553,0.8976618874047013,0.502057277787054
overall,1.1450000000000014,1.2865251054205584,0.8317766817380572,0.45474842368250123
overall,1.1550000000000016,1.1578249112512429,0.7634866918361983,0.39433821941504454
overall,1.1650000000000014,1.0236627625742378,0.6964137163807758,0.32724904619346207
overall,1.1750000000000016,0.8937496294946472,0.6342606666468362,0.259488962847811
overall,1.1850000000000014,0.7761767463455891,0.5803778390325287,0.19579890731306038
overall,1.1950000000000016,0.676575649797086,0.5368392322060774,0.13973641759100852
overall,1.2050000000000014,0.5977912316241534,0.5045814520448698,0.09320977957928356
overall,1.2150000000000016,0.5398975295451127,0.48314094814421604,0.05675658140089668
overall,1.2250000000000014,0.5009609906940575,0.4712659821662044,0.029695008527853117
overall,1.2350000000000017,0.47761370665042374,0.46704081938813385,0.010572887262289887
overall,1.2450000000000014,0.4660479392699428,0.46874113641104703,-0.00269319714110422
overall,1.2550000000000017,0.4628511862866718,0.47467763002530833,-0.011826443738636505
overall,1.2650000000000015,0.4653523081322342,0.48390162620391897,-0.01854931807168475
overall,1.2750000000000017,0.47198342300191287,0.4959474460212368,-0.023964023019323932
overall,1.2850000000000015,0.4821422641320858,0.5109221965454068,-0.028779932413321052
overall,1.2950000000000017,0.49584873127993817,0.5293424456236284,-0.03349371434369025
overall,1.3050000000000015,0.5133121259140577,0.551792041943582,-0.038479916029524275
overall,1.3150000000000017,0.5342721158476194,0.5790871695274141,-0.04481505367979477
overall,1.3250000000000015,0.5578997410157498,0.6117604057371028,-0.05386066472135298
overall,1.3350000000000017,0.5827009732299445,0.6501858741270538,-0.06748490089710923
overall,1.3450000000000015,0.6065547755117546,0.6944381179196887,-0.08788334240793405
overall,1.3550000000000018,0.627316925526012,0.7441227907043535,-0.11680586517834146
overall,1.3650000000000015,0.6429447048389684,0.798563917959132,-0.15561921312016358
overall,1.3750000000000018,0.6524753815309454,0.856696744536382,-0.20422136300543658
overall,1.3850000000000016,0.6561341452223648,0.9174095322695918,-0.26127538704722697
overall,1.3950000000000018,0.6551536991208379,0.9792895927570401,-0.3241358936362022
overall,1.4050000000000016,0.651797065932426,1.0409945654405417,-0.38919749950811566
overall,1.4150000000000018,0.6488134133347413,1.1011752412187805,-0.4523618278840392
overall,1.4250000000000016,0.6488270806637888,1.1584937352433635,-0.5096666545795747
overall,1.4350000000000018,0.6538503461059827,1.2116170964523598,-0.5577667503463771
overall,1.4450000000000016,0.6651069958736531,1.258983616919979,-0.593876621046326
overall,1.4550000000000018,0.6827230843806867,1.2990476663823363,-0.6163245820016495
overall,1.4650000000000016,0.7059835569175184,1.3298724621612346,-0.6238889052437162
overall,1.4750000000000019,0.7335222269193519,1.3494484978864647,-0.6159262709671128
overall,1.4850000000000017,0.7636593012746545,1.3558166638352813,-0.5921573625606268
overall,1.4950000000000019,0.7945804531929499,1.3472463381528959,-0.552665884959946
overall,1.5050000000000017,0.8242827157585516,1.3225926518721365,-0.4983099361135849
overall,1.515000000000002,0.8509380634248168,1.2815960984626757,-0.43065803503785893
overall,1.5250000000000017,0.8724076778314932,1.2251052466273615,-0.35269756879586833
overall,1.535000000000002,0.8867697159962136,1.155050568051755,-0.26828085205554153
overall,1.5450000000000017,0.8922175097227648,1.0744544770905464,-0.1822369673677816
overall,1.555000000000002,0.8875470867611819,0.9872863668022032,-0.09973928004102128
overall,1.5650000000000017,0.8720522225688289,0.8978414356972546,-0.025789213128425748
overall,1.575000000000002,0.8462807752010332,0.8106441207235584,0.03563665447747477
overall,1.5850000000000017,0.8118291841249021,0.7300668730589558,0.08176231106594634
overall,1.595000000000002,0.7714063704223538,0.6598954476629926,0.11151092275936125
overall,1.6050000000000018,0.7287049824670144,0.6032060219554812,0.1254989605115332
overall,1.615000000000002,0.6877877814667368,0.5620269181554456,0.12576086331129122
overall,1.6250000000000018,0.6529479533205279,0.5375387672345782,0.11540918608594974
overall,1.635000000000002,0.6279079387625239,0.5298009766587052,0.09810696210381875
overall,1.6450000000000018,0.6154346720869838,0.5381556336140989,0.07727903847288486
overall,1.655000000000002,0.6168951592446935,0.5610480794880234,0.05584707975667014
overall,1.6650000000000018,0.6318786782064982,0.5965802832304898,0.035298394976008396
overall,1.675000000000002,0.6583116707354435,0.6421919697444015,0.016119700991041985
overall,1.6850000000000018,0.6924795719618351,0.6953615369501551,-0.0028819649883200515
overall,1.695000000000002,0.7299923612646448,0.7532656711523948,-0.023273309887750004
overall,1.7050000000000018,0.765713568245463,0.8128012690779496,-0.04708770083248659
overall,1.715000000000002,0.795421059440581,0.8709839293895367,-0.07556286994895578
overall,1.7250000000000019,0.8158425167840762,0.924454884724019,-0.10861236793994289
overall,1.735000000000002,0.8253113318635635,0.970140584702284,-0.1448292528387205
overall,1.7450000000000019,0.824023735221751,1.005652434555019,-0.18162869933326808
overall,1.7550000000000021,0.8138535371620008,1.0296048440977217,-0.21575130693572087
overall,1.765000000000002,0.7980875164748926,1.0423313786498274,-0.24424386217493477
overall,1.7750000000000021,0.7811357256012018,1.046037440270413,-0.2649017146692111
overall,1.785000000000002,0.7673871880062125,1.0450361593966229,-0.27764897139041034
overall,1.7950000000000021,0.7611777466800853,1.0448287949060715,-0.2836510482259862
overall,1.805000000000002,0.7659452984759274,1.0517156811760189,-0.2857703827000915
overall,1.8150000000000022,0.7835336355022847,1.0712705043747446,-0.28773686887245986
overall,1.825000000000002,0.8138478372734621,1.1072869494028157,-0.2934391121293536
overall,1.8350000000000022,0.8546741650684855,1.1607508340280404,-0.3060766689595549
overall,1.845000000000002,0.9017442320949649,1.229292136249055,-0.3275479041540901
overall,1.8550000000000022,0.9492094577761876,1.3073396131981738,-0.35813015542198623
overall,1.865000000000002,0.9905538482482669,1.386659891595744,-0.3961060433474771
overall,1.8750000000000022,1.0195781450907115,1.4576683477444465,-0.438090202653735
overall,1.885000000000002,1.031405882688719,1.5108582092329519,-0.479452326544233
overall,1.8950000000000022,1.0232431970009213,1.5382469281054316,-0.5150037311045104
overall,1.905000000000002,0.994698577544691,1.5346175171834153,-0.5399189396387243
overall,1.9150000000000023,0.9477164317890713,1.498103779934138,-0.5503873481450666
overall,1.925000000000002,0.8857982854009665,1.4303041290923517,-0.5445058436913852
overall,1.9350000000000023,0.8135529438694749,1.3356954958952463,-0.5221425520257714
overall,1.945000000000002,0.7353682916095415,1.220781291707946,-0.4854130000984044
overall,1.9550000000000023,0.6551209020644718,1.092941708640561,-0.43782080657608924
overall,1.965000000000002,0.575678877810447,0.9593399696735097,-0.38366109186306263
overall,1.9750000000000023,0.49905841944562584,0.8263617475514798,-0.327303328105854
overall,1.985000000000002,0.42635144686199034,0.6989159459524161,-0.2725644990904258
overall,1.9950000000000023,0.358269531305547,0.5804162615803483,-0.2221467302748013
amygdala,-0.495,0.8977069760572954,0.9641740549669892,-0.06646707890969372
amygdala,-0.485,1.0856431714044732,1.0652397455609437,0.0204034258435295
amygdala,-0.475,1.2724569721252312,1.1424742483385153,0.12998272378671594
amygdala,-0.46499999999999997,1.4459968250402653,1.1910460957473898,0.25495072929287543
amygdala,-0.45499999999999996,1.5942526267902069,1.2087177062255612,0.38553492056464567
amygdala,-0.44499999999999995,1.7069837911177839,1.1959752072299201,0.5110085838878637
amygdala,-0.43499999999999994,1.7770955524122687,1.1559246671876837,0.621170885224585
amygdala,-0.42499999999999993,1.8021100208476866,1.0932529174156371,0.7088571034320494
amygdala,-0.4149999999999999,1.784099728715078,1.014125612273994,0.769974116441084
amygdala,-0.4049999999999999,1.729530776830942,0.9251612304993752,0.8043695463315669
amygdala,-0.3949999999999999,1.6479765039808503,0.8330912984653787,0.8148852055154716
amygdala,-0.3849999999999999,1.5503011638030897,0.7438550924416862,0.8064460713614034
amygdala,-0.3749999999999999,1.4473069527160725,0.6629114485482083,0.7843955041678642
amygdala,-0.3649999999999999,1.3483015222320907,0.5947206691544468,0.7535808530776439
amygdala,-0.35499999999999987,1.2600666729867014,0.5428678460137598,0.7171988269729416
amygdala,-0.34499999999999986,1.1868923071469348,0.5095181192868272,0.6773741878601076
amygdala,-0.33499999999999985,1.1306064838438994,0.4960850032117393,0.6345214806321601
amygdala,-0.32499999999999984,1.091170041627134,0.5027091803359831,0.5884608612911508
amygdala,-0.31499999999999984,1.0670805784609565,0.5287476248872904,0.5383329535736661
amygdala,-0.3049999999999998,1.0560229317556096,0.572845020539531,0.48317791121607856
amygdala,-0.2949999999999998,1.0551562637103769,0.6329742545372,0.42218200917317683
amygdala,-0.2849999999999998,1.0615698290207596,0.7066259485118134,0.3549438805089462
amygdala,-0.2749999999999998,1.0725406412157752,0.7909530761197059,0.2815875650960693
amygdala,-0.2649999999999998,1.0852593242348134,0.8830363931809015,0.20222293105391187
amygdala,-0.2549999999999998,1.097806157119039,0.9793539604820136,0.11845219663702533
amygdala,-0.24499999999999977,1.1088115431841423,1.0765312812661663,0.03228026191797606
amygdala,-0.23499999999999976,1.1176340731183179,1.1710734793298616,-0.05343940621154375
amygdala,-0.22499999999999976,1.1249688977273975,1.2597932510903835,-0.13482435336298604
amygdala,-0.21499999999999975,1.1322576220799745,1.3396995926735078,-0.2074419705935333
amygdala,-0.20499999999999974,1.141640593322265,1.408494642556598,-0.266854049234333
amygdala,-0.19499999999999973,1.1557619393157048,1.464171872938141,-0.3084099336224362
amygdala,-0.18499999999999972,1.176968610099179,1.5055104374486583,-0.32854182734947934
amygdala,-0.1749999999999997,1.2071161799842507,1.5315880695164505,-0.32447188953219985
amygdala,-0.1649999999999997,1.2467965412433035,1.5424185655361562,-0.29562202429285267
amygdala,-0.1549999999999997,1.2951259020133008,1.5383746316622062,-0.24324872964890543
amygdala,-0.14499999999999968,1.3498379397153148,1.5209532044699783,-0.17111526475466343
amygdala,-0.13499999999999968,1.4071442225830553,1.4928796579538466,-0.08573543537079131
amygdala,-0.12499999999999967,1.4629516075584625,1.4577563901881325,0.005195217370330019
amygdala,-0.11499999999999966,1.512947153588432,1.4206305605124583,0.09231659307597373
amygdala,-0.10499999999999965,1.5537260464851297,1.387033778115001,0.16669226837012863
amygdala,-0.09499999999999964,1.5834594620532911,1.3626905747000913,0.22076888735319988
amygdala,-0.08499999999999963,1.602386862036562,1.3524529188137973,0.24993394322276474
amygdala,-0.07499999999999962,1.6123166107025784,1.359614068417897,0.25270254228468136
amygdala,-0.06499999999999961,1.6167523651809224,1.3849872257538918,0.2317651394270306
amygdala,-0.054999999999999605,1.6201343033897437,1.4265890117008442,0.19354529168889956
amygdala,-0.044999999999999596,1.6267309561425103,1.4801328004144496,0.14659815572806068
amygdala,-0.03499999999999959,1.639980468868608,1.5393167000950985,0.10066376877350947
amygdala,-0.024999999999999578,1.6620176931821222,1.5971263092443617,0.0648913839377605
amygdala,-0.01499999999999957,1.6924796251240106,1.6471348677377113,0.045344757386299284
amygdala,-0.00499999999999956,1.7291454841753051,1.6838911265093022,0.04525435766600294
amygdala,0.0050000000000004485,1.76775817774539,1.704040061272928,0.06371811647246184
amygdala,0.015000000000000457,1.8027933624497652,1.705946992415307,0.09684637003445817
amygdala,0.025000000000000466,1.82818218535704,1.6901404051475715,0.13804178020946845
amygdala,0.035000000000000475,1.8382944237565044,1.6578367194288437,0.18045770432766073
amygdala,0.045000000000000484,1.828947863285714,1.6113681667929556,0.21757969649275832
amygdala,0.05500000000000049,1.7983316822161695,1.553207241699512,0.2451244405166575
amygdala,0.0650000000000005,1.7471813233456406,1.486483790210013,0.2606975331356276
amygdala,0.07500000000000051,1.6790501195228928,1.4141444087801862,0.26490571074270663
amygdala,0.08500000000000052,1.5998195776932163,1.3396918276770946,0.26012775001612165
amygdala,0.09500000000000053,1.5166960646459824,1.2664635666668091,0.25023249797917324
amygdala,0.10500000000000054,1.4371386208970702,1.1977769225698616,0.23936169832720866
amygdala,0.11500000000000055,1.3674993519672682,1.1366131785666551,0.23088617340061313
amygdala,0.12500000000000056,1.3118577980881396,1.0855050690554682,0.22635272903267145
amygdala,0.13500000000000056,1.2711266995266333,1.0459666460970223,0.22516005342961098
amygdala,0.14500000000000057,1.2434572761855163,1.0190444464085782,0.2244128297769381
amygdala,0.15500000000000058,1.2239860849478374,1.0049821613294376,0.21900392361839982
amygdala,0.1650000000000006,1.2064809499914002,1.0035202190825583,0.20296073090884192
amygdala,0.1750000000000006,1.1845306568706375,1.0138788324228296,0.1706518244478079
amygdala,0.1850000000000006,1.152986095816022,1.0351769618187006,0.11780913399732151
amygdala,0.19500000000000062,1.1091106521169112,1.0662507868609588,0.04285986525595242
amygdala,0.20500000000000063,1.0532816513143457,1.1060489321803821,-0.05276728086603644
amygdala,0.21500000000000064,0.988468018335032,1.1533777194257595,-0.16490970109072756
amygdala,0.22500000000000064,0.9197068073116713,1.2071545392085627,-0.28744773189689143
amygdala,0.23500000000000065,0.8529074590129441,1.2666850282015698,-0.41377756918862574
amygdala,0.24500000000000066,0.7937078697708329,1.3310323118106553,-0.5373244420398224
amygdala,0.25500000000000067,0.746287812292231,1.3993382025530854,-0.6530503902608544
amygdala,0.2650000000000007,0.7128349615967474,1.4699801435192124,-0.7571451819224649
amygdala,0.2750000000000007,0.6934494159800967,1.5408897084568391,-0.8474402924767425
amygdala,0.2850000000000007,0.6863504674000629,1.609647296569444,-0.923296829169381
amygdala,0.2950000000000007,0.6885011766260154,1.6730747451738435,-0.9845735685478281
amygdala,0.3050000000000007,0.6963602954546237,1.7282092546688383,-1.0318489592142146
amygdala,0.3150000000000007,0.7063363957653479,1.7722098120087613,-1.0658734162434134
amygdala,0.32500000000000073,0.7152223328395001,1.8028974266909847,-1.0876750938514848
amygdala,0.33500000000000074,0.720588743229307,1.8188171861246283,-1.0982284428953213
amygdala,0.34500000000000075,0.720718573204279,1.8192445289781798,-1.0985259557739009
amygdala,0.35500000000000076,0.7148224675823605,1.804012370164097,-1.0891899025817366
amygdala,0.36500000000000077,0.7028470124384768,1.7729979543043959,-1.070150941865919
amygdala,0.3750000000000008,0.6856471589310781,1.7264813642020438,-1.0408342052709658
amygdala,0.3850000000000008,0.6648446742375754,1.6646844273914931,-0.9998397531539177
amygdala,0.3950000000000008,0.643382655662438,1.5880445630786726,-0.9446619074162346
amygdala,0.4050000000000008,0.6246320603383357,1.4975863471065352,-0.8729542867681994
amygdala,0.4150000000000008,0.612743655947136,1.3951586985996087,-0.7824150426524727
amygdala,0.4250000000000008,0.6119483347470855,1.2840998182199657,-0.6721514834728801
amygdala,0.43500000000000083,0.6262008169326271,1.1690068086727525,-0.5428059917401254
amygdala,0.44500000000000084,0.6585218857725754,1.055830482357736,-0.3973085965851606
amygdala,0.45500000000000085,0.7104608876372736,0.9513540511857805,-0.24089316354850698
amygdala,0.46500000000000086,0.781979761047272,0.8628591585231797,-0.08087939747590778
amygdala,0.47500000000000087,0.871157733636045,0.7968078344827934,0.07434989915325163
