subject,onset,valence,event_type
sub-cs51,92.72,neutral,event_boundary
sub-cs51,94.88,neutral,event_boundary
sub-cs51,99.32,neutral,event_boundary
sub-cs51,103.64,neutral,event_boundary
sub-cs51,108.28,neutral,event_boundary
sub-cs51,113.44,neutral,event_boundary
sub-cs51,115.0,neutral,event_boundary
sub-cs51,117.96,neutral,event_boundary
sub-cs51,120.0,neutral,event_boundary
sub-cs51,121.88,neutral,event_boundary
sub-cs51,126.52,neutral,event_boundary
sub-cs51,129.2,neutral,event_boundary
sub-cs51,137.56,neutral,event_boundary
sub-cs51,140.36,neutral,event_boundary
sub-cs51,143.36,neutral,event_boundary
sub-cs51,145.24,neutral,event_boundary
sub-cs51,147.88,neutral,event_boundary
sub-cs51,149.4,neutral,event_boundary
sub-cs51,150.76,neutral,event_boundary
sub-cs51,153.4,neutral,event_boundary
sub-cs51,153.92,neutral,event_boundary
sub-cs51,159.08,neutral,event_boundary
sub-cs51,161.16,neutral,event_boundary
sub-cs51,163.08,neutral,event_boundary
sub-cs51,167.28,neutral,event_boundary
sub-cs51,169.04,neutral,event_boundary
sub-cs51,170.68,neutral,event_boundary
sub-cs51,171.84,neutral,event_boundary
sub-cs51,173.48,neutral,event_boundary
sub-cs51,184.92,neutral,event_boundary
sub-cs51,211.6,neutral,event_boundary
sub-cs51,217.48,neutral,event_boundary
sub-cs51,254.24,neutral,event_boundary
sub-cs51,256.12,neutral,event_boundary
sub-cs51,261.6,neutral,event_boundary
sub-cs51,264.84,neutral,event_boundary
sub-cs51,266.68,neutral,event_boundary
sub-cs51,269.24,neutral,event_boundary
sub-cs51,273.04,neutral,event_boundary
sub-cs51,277.28,neutral,event_boundary
sub-cs51,281.28,neutral,event_boundary
sub-cs51,284.56,neutral,event_boundary
sub-cs51,288.76,neutral,event_boundary
sub-cs51,291.44,neutral,event_boundary
sub-cs51,307.88,neutral,event_boundary
sub-cs51,314.48,neutral,event_boundary
sub-cs51,328.52,neutral,event_boundary
sub-cs51,340.76,neutral,event_boundary
sub-cs51,346.2,neutral,event_boundary
sub-cs51,350.0,neutral,event_boundary
sub-cs51,357.84,neutral,event_boundary
sub-cs51,360.0,neutral,event_boundary
sub-cs51,362.56,neutral,event_boundary
sub-cs51,364.92,neutral,event_boundary
sub-cs51,367.76,neutral,event_boundary
sub-cs51,369.44,neutral,event_boundary
sub-cs51,371.64,neutral,event_boundary
sub-cs51,389.64,neutral,event_boundary
sub-cs51,407.88,neutral,event_boundary
sub-cs51,409.72,neutral,event_boundary
sub-cs51,419.04,neutral,event_boundary
sub-cs51,420.24,neutral,event_boundary
sub-cs51,424.36,neutral,event_boundary
sub-cs51,427.64,neutral,event_boundary
sub-cs51,428.72,neutral,event_boundary
sub-cs51,431.52,neutral,event_boundary
sub-cs51,433.48,neutral,event_boundary
sub-cs51,435.0,neutral,event_boundary
sub-cs51,437.52,neutral,event_boundary
sub-cs51,439.6,neutral,event_boundary
sub-cs51,442.28,neutral,event_boundary
sub-cs51,445.24,neutral,event_boundary
sub-cs51,450.04,neutral,event_boundary
sub-cs51,451.4,neutral,event_boundary
sub-cs51,453.04,neutral,event_boundary
sub-cs51,453.88,neutral,event_boundary
sub-cs51,456.44,neutral,event_boundary
sub-cs51,456.96,neutral,event_boundary
sub-cs51,459.32,neutral,event_boundary
sub-cs51,475.44,neutral,event_boundary
sub-cs53,0.0,neutral,event_boundary
sub-cs53,4.72,neutral,event_boundary
sub-cs53,15.0,neutral,event_boundary
sub-cs53,16.72,neutral,event_boundary
sub-cs53,19.08,neutral,event_boundary
sub-cs53,21.72,neutral,event_boundary
sub-cs53,25.08,neutral,event_boundary
sub-cs53,27.08,neutral,event_boundary
sub-cs53,37.64,neutral,event_boundary
sub-cs53,46.16,neutral,event_boundary
sub-cs53,66.28,neutral,event_boundary
sub-cs53,66.8,neutral,event_boundary
sub-cs53,90.16,neutral,event_boundary
sub-cs53,92.72,neutral,event_boundary
sub-cs53,94.88,neutral,event_boundary
sub-cs53,99.32,neutral,event_boundary
sub-cs53,103.64,neutral,event_boundary
sub-cs53,108.28,neutral,event_boundary
sub-cs53,113.44,neutral,event_boundary
sub-cs53,115.0,neutral,event_boundary
sub-cs53,117.96,neutral,event_boundary
sub-cs53,120.0,neutral,event_boundary
sub-cs53,121.88,neutral,event_boundary
sub-cs53,126.52,neutral,event_boundary
sub-cs53,129.2,neutral,event_boundary
sub-cs53,137.56,neutral,event_boundary
sub-cs53,140.36,neutral,event_boundary
sub-cs53,143.36,neutral,event_boundary
sub-cs53,145.24,neutral,event_boundary
sub-cs53,147.88,neutral,event_boundary
sub-cs53,149.4,neutral,event_boundary
sub-cs53,150.76,neutral,event_boundary
sub-cs53,153.4,neutral,event_boundary
sub-cs53,153.92,neutral,event_boundary
sub-cs53,159.08,neutral,event_boundary
sub-cs53,161.16,neutral,event_boundary
sub-cs53,163.08,neutral,event_boundary
sub-cs53,167.28,neutral,event_boundary
sub-cs53,169.04,neutral,event_boundary
sub-cs53,170.68,neutral,event_boundary
sub-cs53,171.84,neutral,event_boundary
sub-cs53,173.48,neutral,event_boundary
sub-cs53,184.92,neutral,event_boundary
sub-cs53,211.6,neutral,event_boundary
sub-cs53,217.48,neutral,event_boundary
sub-cs53,254.24,neutral,event_boundary
sub-cs53,256.12,neutral,event_boundary
sub-cs53,261.6,neutral,event_boundary
sub-cs53,264.84,neutral,event_boundary
sub-cs53,266.68,neutral,event_boundary
sub-cs53,269.24,neutral,event_boundary
sub-cs53,273.04,neutral,event_boundary
sub-cs53,277.28,neutral,event_boundary
sub-cs53,281.28,neutral,event_boundary
sub-cs53,284.56,neutral,event_boundary
sub-cs53,288.76,neutral,event_boundary
sub-cs53,291.44,neutral,event_boundary
sub-cs53,307.88,neutral,event_boundary
sub-cs53,314.48,neutral,event_boundary
sub-cs53,328.52,neutral,event_boundary
sub-cs53,340.76,neutral,event_boundary
sub-cs53,346.2,neutral,event_boundary
sub-cs53,350.0,neutral,event_boundary
sub-cs53,357.84,neutral,event_boundary
sub-cs53,360.0,neutral,event_boundary
sub-cs53,362.56,neutral,event_boundary
sub-cs53,364.92,neutral,event_boundary
sub-cs53,367.76,neutral,event_boundary
sub-cs53,369.44,neutral,event_boundary
sub-cs53,371.64,neutral,event_boundary
sub-cs53,389.64,neutral,event_boundary
sub-cs53,407.88,neutral,event_boundary
sub-cs53,409.72,neutral,event_boundary
sub-cs53,419.04,neutral,event_boundary
sub-cs53,420.24,neutral,event_boundary
sub-cs53,424.36,neutral,event_boundary
sub-cs53,427.64,neutral,event_boundary
sub-cs53,428.72,neutral,event_boundary
sub-cs53,431.52,neutral,event_boundary
sub-cs53,433.48,neutral,event_boundary
sub-cs53,435.0,neutral,event_boundary
sub-cs53,437.52,neutral,event_boundary
sub-cs53,439.6,neutral,event_boundary
sub-cs53,442.28,neutral,event_boundary
sub-cs53,445.24,neutral,event_boundary
sub-cs53,450.04,neutral,event_boundary
sub-cs53,451.4,neutral,event_boundary
sub-cs53,453.04,neutral,event_boundary
sub-cs53,453.88,neutral,event_boundary
sub-cs53,456.44,neutral,event_boundary
sub-cs53,456.96,neutral,event_boundary
sub-cs53,459.32,neutral,event_boundary
sub-cs53,475.44,neutral,event_boundary
sub-cs54,0.0,neutral,event_boundary
sub-cs54,4.72,neutral,event_boundary
sub-cs54,15.0,neutral,event_boundary
sub-cs54,16.72,neutral,event_boundary
sub-cs54,19.08,neutral,event_boundary
sub-cs54,21.72,neutral,event_boundary
sub-cs54,25.08,neutral,event_boundary
sub-cs54,27.08,neutral,event_boundary
sub-cs54,37.64,neutral,event_boundary
sub-cs54,46.16,neutral,event_boundary
sub-cs54,66.28,neutral,event_boundary
sub-cs54,66.8,neutral,event_boundary
sub-cs54,90.16,neutral,event_boundary
sub-cs54,92.72,neutral,event_boundary
sub-cs54,94.88,neutral,event_boundary
sub-cs54,99.32,neutral,event_boundary
sub-cs54,103.64,neutral,event_boundary
sub-cs54,108.28,neutral,event_boundary
sub-cs54,113.44,neutral,event_boundary
sub-cs54,115.0,neutral,event_boundary
sub-cs54,117.96,neutral,event_boundary
sub-cs54,120.0,neutral,event_boundary
sub-cs54,121.88,neutral,event_boundary
sub-cs54,126.52,neutral,event_boundary
sub-cs54,129.2,neutral,event_boundary
sub-cs54,137.56,neutral,event_boundary
sub-cs54,140.36,neutral,event_boundary
sub-cs54,143.36,neutral,event_boundary
sub-cs54,145.24,neutral,event_boundary
sub-cs54,147.88,neutral,event_boundary
sub-cs54,149.4,neutral,event_boundary
sub-cs54,150.76,neutral,event_boundary
sub-cs54,153.4,neutral,event_boundary
sub-cs54,153.92,neutral,event_boundary
sub-cs54,159.08,neutral,event_boundary
sub-cs54,161.16,neutral,event_boundary
sub-cs54,163.08,neutral,event_boundary
sub-cs54,167.28,neutral,event_boundary
sub-cs54,169.04,neutral,event_boundary
sub-cs54,170.68,neutral,event_boundary
sub-cs54,171.84,neutral,event_boundary
sub-cs54,173.48,neutral,event_boundary
sub-cs54,184.92,neutral,event_boundary
sub-cs54,211.6,neutral,event_boundary
sub-cs54,217.48,neutral,event_boundary
sub-cs54,254.24,neutral,event_boundary
sub-cs54,256.12,neutral,event_boundary
sub-cs54,261.6,neutral,event_boundary
sub-cs54,264.84,neutral,event_boundary
sub-cs54,266.68,neutral,event_boundary
sub-cs54,269.24,neutral,event_boundary
sub-cs54,273.04,neutral,event_boundary
sub-cs54,277.28,neutral,event_boundary
sub-cs54,281.28,neutral,event_boundary
sub-cs54,284.56,neutral,event_boundary
sub-cs54,288.76,neutral,event_boundary
sub-cs54,291.44,neutral,event_boundary
sub-cs54,307.88,neutral,event_boundary
sub-cs54,314.48,neutral,event_boundary
sub-cs54,328.52,neutral,event_boundary
sub-cs54,340.76,neutral,event_boundary
sub-cs54,346.2,neutral,event_boundary
sub-cs54,350.0,neutral,event_boundary
sub-cs54,357.84,neutral,event_boundary
sub-cs54,360.0,neutral,event_boundary
sub-cs54,362.56,neutral,event_boundary
sub-cs54,364.92,neutral,event_boundary
sub-cs54,367.76,neutral,event_boundary
sub-cs54,369.44,neutral,event_boundary
sub-cs54,371.64,neutral,event_boundary
sub-cs54,389.64,neutral,event_boundary
sub-cs54,407.88,neutral,event_boundary
sub-cs54,409.72,neutral,event_boundary
sub-cs54,419.04,neutral,event_boundary
sub-cs54,420.24,neutral,event_boundary
sub-cs54,424.36,neutral,event_boundary
sub-cs54,427.64,neutral,event_boundary
sub-cs54,428.72,neutral,event_boundary
sub-cs54,431.52,neutral,event_boundary
sub-cs54,433.48,neutral,event_boundary
sub-cs54,435.0,neutral,event_boundary
sub-cs54,437.52,neutral,event_boundary
sub-cs54,439.6,neutral,event_boundary
sub-cs54,442.28,neutral,event_boundary
sub-cs54,445.24,neutral,event_boundary
sub-cs54,450.04,neutral,event_boundary
sub-cs54,451.4,neutral,event_boundary
sub-cs54,453.04,neutral,event_boundary
sub-cs54,453.88,neutral,event_boundary
sub-cs54,456.44,neutral,event_boundary
sub-cs54,456.96,neutral,event_boundary
sub-cs54,459.32,neutral,event_boundary
sub-cs54,475.44,neutral,event_boundary
sub-cs55,0.0,neutral,event_boundary
sub-cs55,4.72,neutral,event_boundary
sub-cs55,15.0,neutral,event_boundary
sub-cs55,16.72,neutral,event_boundary
sub-cs55,19.08,neutral,event_boundary
sub-cs55,21.72,neutral,event_boundary
sub-cs55,25.08,neutral,event_boundary
sub-cs55,27.08,neutral,event_boundary
sub-cs55,37.64,neutral,event_boundary
sub-cs55,46.16,neutral,event_boundary
sub-cs55,66.28,neutral,event_boundary
sub-cs55,66.8,neutral,event_boundary
sub-cs55,90.16,neutral,event_boundary
sub-cs55,92.72,neutral,event_boundary
sub-cs55,94.88,neutral,event_boundary
sub-cs55,99.32,neutral,event_boundary
sub-cs55,103.64,neutral,event_boundary
sub-cs55,108.28,neutral,event_boundary
sub-cs55,113.44,neutral,event_boundary
sub-cs55,115.0,neutral,event_boundary
sub-cs55,117.96,neutral,event_boundary
sub-cs55,120.0,neutral,event_boundary
sub-cs55,121.88,neutral,event_boundary
sub-cs55,126.52,neutral,event_boundary
sub-cs55,129.2,neutral,event_boundary
sub-cs55,137.56,neutral,event_boundary
sub-cs55,140.36,neutral,event_boundary
sub-cs55,143.36,neutral,event_boundary
sub-cs55,145.24,neutral,event_boundary
sub-cs55,147.88,neutral,event_boundary
sub-cs55,149.4,neutral,event_boundary
sub-cs55,150.76,neutral,event_boundary
sub-cs55,153.4,neutral,event_boundary
sub-cs55,153.92,neutral,event_boundary
sub-cs55,159.08,neutral,event_boundary
sub-cs55,161.16,neutral,event_boundary
sub-cs55,163.08,neutral,event_boundary
sub-cs55,167.28,neutral,event_boundary
sub-cs55,169.04,neutral,event_boundary
sub-cs55,170.68,neutral,event_boundary
sub-cs55,171.84,neutral,event_boundary
sub-cs55,173.48,neutral,event_boundary
sub-cs55,184.92,neutral,event_boundary
sub-cs55,211.6,neutral,event_boundary
sub-cs55,217.48,neutral,event_boundary
sub-cs55,254.24,neutral,event_boundary
sub-cs55,256.12,neutral,event_boundary
sub-cs55,261.6,neutral,event_boundary
sub-cs55,264.84,neutral,event_boundary
sub-cs55,266.68,neutral,event_boundary
sub-cs55,269.24,neutral,event_boundary
sub-cs55,273.04,neutral,event_boundary
sub-cs55,277.28,neutral,event_boundary
sub-cs55,281.28,neutral,event_boundary
sub-cs55,284.56,neutral,event_boundary
sub-cs55,288.76,neutral,event_boundary
sub-cs55,291.44,neutral,event_boundary
sub-cs55,307.88,neutral,event_boundary
sub-cs55,314.48,neutral,event_boundary
sub-cs55,328.52,neutral,event_boundary
sub-cs55,340.76,neutral,event_boundary
sub-cs55,346.2,neutral,event_boundary
sub-cs55,350.0,neutral,event_boundary
sub-cs55,357.84,neutral,event_boundary
sub-cs55,360.0,neutral,event_boundary
sub-cs55,362.56,neutral,event_boundary
sub-cs55,364.92,neutral,event_boundary
sub-cs55,367.76,neutral,event_boundary
sub-cs55,369.44,neutral,event_boundary
sub-cs55,371.64,neutral,event_boundary
sub-cs55,389.64,neutral,event_boundary
sub-cs55,407.88,neutral,event_boundary
sub-cs55,409.72,neutral,event_boundary
sub-cs55,419.04,neutral,event_boundary
sub-cs55,420.24,neutral,event_boundary
sub-cs55,424.36,neutral,event_boundary
sub-cs55,427.64,neutral,event_boundary
sub-cs55,428.72,neutral,event_boundary
sub-cs55,431.52,neutral,event_boundary
sub-cs55,433.48,neutral,event_boundary
sub-cs55,435.0,neutral,event_boundary
sub-cs55,437.52,neutral,event_boundary
sub-cs55,439.6,neutral,event_boundary
sub-cs55,442.28,neutral,event_boundary
sub-cs55,445.24,neutral,event_boundary
sub-cs55,450.04,neutral,event_boundary
sub-cs55,451.4,neutral,event_boundary
sub-cs55,453.04,neutral,event_boundary
sub-cs55,453.88,neutral,event_boundary
sub-cs55,456.44,neutral,event_boundary
sub-cs55,456.96,neutral,event_boundary
sub-cs55,459.32,neutral,event_boundary
sub-cs55,475.44,neutral,event_boundary
sub-cs56,0.0,neutral,event_boundary
sub-cs56,4.72,neutral,event_boundary
sub-cs56,15.0,neutral,event_boundary
sub-cs56,16.72,neutral,event_boundary
sub-cs56,19.08,neutral,event_boundary
sub-cs56,21.72,neutral,event_boundary
sub-cs56,25.08,neutral,event_boundary
sub-cs56,27.08,neutral,event_boundary
sub-cs56,37.64,neutral,event_boundary
sub-cs56,46.16,neutral,event_boundary
sub-cs56,66.28,neutral,event_boundary
sub-cs56,66.8,neutral,event_boundary
sub-cs56,90.16,neutral,event_boundary
sub-cs56,92.72,neutral,event_boundary
sub-cs56,94.88,neutral,event_boundary
sub-cs56,99.32,neutral,event_boundary
sub-cs56,103.64,neutral,event_boundary
sub-cs56,108.28,neutral,event_boundary
sub-cs56,113.44,neutral,event_boundary
sub-cs56,115.0,neutral,event_boundary
sub-cs56,117.96,neutral,event_boundary
sub-cs56,120.0,neutral,event_boundary
sub-cs56,121.88,neutral,event_boundary
sub-cs56,126.52,neutral,event_boundary
sub-cs56,129.2,neutral,event_boundary
sub-cs56,137.56,neutral,event_boundary
sub-cs56,140.36,neutral,event_boundary
sub-cs56,143.36,neutral,event_boundary
sub-cs56,145.24,neutral,event_boundary
sub-cs56,147.88,neutral,event_boundary
sub-cs56,149.4,neutral,event_boundary
sub-cs56,150.76,neutral,event_boundary
sub-cs56,153.4,neutral,event_boundary
sub-cs56,153.92,neutral,event_boundary
sub-cs56,159.08,neutral,event_boundary
sub-cs56,161.16,neutral,event_boundary
sub-cs56,163.08,neutral,event_boundary
sub-cs56,167.28,neutral,event_boundary
sub-cs56,169.04,neutral,event_boundary
sub-cs56,170.68,neutral,event_boundary
sub-cs56,171.84,neutral,event_boundary
sub-cs56,173.48,neutral,event_boundary
sub-cs56,184.92,neutral,event_boundary
sub-cs56,211.6,neutral,event_boundary
sub-cs56,217.48,neutral,event_boundary
sub-cs56,254.24,neutral,event_boundary
sub-cs56,256.12,neutral,event_boundary
sub-cs56,261.6,neutral,event_boundary
sub-cs56,264.84,neutral,event_boundary
sub-cs56,266.68,neutral,event_boundary
sub-cs56,269.24,neutral,event_boundary
sub-cs56,273.04,neutral,event_boundary
sub-cs56,277.28,neutral,event_boundary
sub-cs56,281.28,neutral,event_boundary
sub-cs56,284.56,neutral,event_boundary
sub-cs56,288.76,neutral,event_boundary
sub-cs56,291.44,neutral,event_boundary
sub-cs56,307.88,neutral,event_boundary
sub-cs56,314.48,neutral,event_boundary
sub-cs56,328.52,neutral,event_boundary
sub-cs56,340.76,neutral,event_boundary
sub-cs56,346.2,neutral,event_boundary
sub-cs56,350.0,neutral,event_boundary
sub-cs56,357.84,neutral,event_boundary
sub-cs56,360.0,neutral,event_boundary
sub-cs56,362.56,neutral,event_boundary
sub-cs56,364.92,neutral,event_boundary
sub-cs56,367.76,neutral,event_boundary
sub-cs56,369.44,neutral,event_boundary
sub-cs56,371.64,neutral,event_boundary
sub-cs56,389.64,neutral,event_boundary
sub-cs56,407.88,neutral,event_boundary
sub-cs56,409.72,neutral,event_boundary
sub-cs56,419.04,neutral,event_boundary
sub-cs56,420.24,neutral,event_boundary
sub-cs56,424.36,neutral,event_boundary
sub-cs56,427.64,neutral,event_boundary
sub-cs56,428.72,neutral,event_boundary
sub-cs56,431.52,neutral,event_boundary
sub-cs56,433.48,neutral,event_boundary
sub-cs56,435.0,neutral,event_boundary
sub-cs56,437.52,neutral,event_boundary
sub-cs56,439.6,neutral,event_boundary
sub-cs56,442.28,neutral,event_boundary
sub-cs56,445.24,neutral,event_boundary
sub-cs56,450.04,neutral,event_boundary
sub-cs56,451.4,neutral,event_boundary
sub-cs56,453.04,neutral,event_boundary
sub-cs56,453.88,neutral,event_boundary
sub-cs56,456.44,neutral,event_boundary
sub-cs56,456.96,neutral,event_boundary
sub-cs56,459.32,neutral,event_boundary
sub-cs56,475.44,neutral,event_boundary
sub-cs57,0.0,neutral,event_boundary
sub-cs57,4.72,neutral,event_boundary
sub-cs57,15.0,neutral,event_boundary
sub-cs57,16.72,neutral,event_boundary
sub-cs57,19.08,neutral,event_boundary
sub-cs57,21.72,neutral,event_boundary
sub-cs57,25.08,neutral,event_boundary
sub-cs57,27.08,neutral,event_boundary
sub-cs57,37.64,neutral,event_boundary
sub-cs57,46.16,neutral,event_boundary
sub-cs57,66.28,neutral,event_boundary
sub-cs57,66.8,neutral,event_boundary
sub-cs57,90.16,neutral,event_boundary
sub-cs57,92.72,neutral,event_boundary
sub-cs57,94.88,neutral,event_boundary
sub-cs57,99.32,neutral,event_boundary
sub-cs57,103.64,neutral,event_boundary
sub-cs57,108.28,neutral,event_boundary
sub-cs57,113.44,neutral,event_boundary
sub-cs57,115.0,neutral,event_boundary
sub-cs57,117.96,neutral,event_boundary
sub-cs57,120.0,neutral,event_boundary
sub-cs57,121.88,neutral,event_boundary
sub-cs57,126.52,neutral,event_boundary
sub-cs57,129.2,neutral,event_boundary
sub-cs57,137.56,neutral,event_boundary
sub-cs57,140.36,neutral,event_boundary
sub-cs57,143.36,neutral,event_boundary
sub-cs57,145.24,neutral,event_boundary
sub-cs57,147.88,neutral,event_boundary
sub-cs57,149.4,neutral,event_boundary
sub-cs57,150.76,neutral,event_boundary
sub-cs57,153.4,neutral,event_boundary
sub-cs57,153.92,neutral,event_boundary
sub-cs57,159.08,neutral,event_boundary
sub-cs57,161.16,neutral,event_boundary
sub-cs57,163.08,neutral,event_boundary
sub-cs57,167.28,neutral,event_boundary
sub-cs57,169.04,neutral,event_boundary
sub-cs57,170.68,neutral,event_boundary
sub-cs57,171.84,neutral,event_boundary
sub-cs57,173.48,neutral,event_boundary
sub-cs57,184.92,neutral,event_boundary
sub-cs57,211.6,neutral,event_boundary
sub-cs57,217.48,neutral,event_boundary
sub-cs57,254.24,neutral,event_boundary
sub-cs57,256.12,neutral,event_boundary
sub-cs57,261.6,neutral,event_boundary
sub-cs57,264.84,neutral,event_boundary
sub-cs57,266.68,neutral,event_boundary
sub-cs57,269.24,neutral,event_boundary
sub-cs57,273.04,neutral,event_boundary
sub-cs57,277.28,neutral,event_boundary
sub-cs57,281.28,neutral,event_boundary
sub-cs57,284.56,neutral,event_boundary
sub-cs57,288.76,neutral,event_boundary
sub-cs57,291.44,neutral,event_boundary
sub-cs57,307.88,neutral,event_boundary
sub-cs57,314.48,neutral,event_boundary
sub-cs57,328.52,neutral,event_boundary
sub-cs57,340.76,neutral,event_boundary
sub-cs57,346.2,neutral,event_boundary
sub-cs57,350.0,neutral,event_boundary
sub-cs57,357.84,neutral,event_boundary
sub-cs57,360.0,neutral,event_boundary
sub-cs57,362.56,neutral,event_boundary
sub-cs57,364.92,neutral,event_boundary
sub-cs57,367.76,neutral,event_boundary
sub-cs57,369.44,neutral,event_boundary
sub-cs57,371.64,neutral,event_boundary
sub-cs57,389.64,neutral,event_boundary
sub-cs57,407.88,neutral,event_boundary
sub-cs57,409.72,neutral,event_boundary
sub-cs57,419.04,neutral,event_boundary
sub-cs57,420.24,neutral,event_boundary
sub-cs57,424.36,neutral,event_boundary
sub-cs57,427.64,neutral,event_boundary
sub-cs57,428.72,neutral,event_boundary
sub-cs57,431.52,neutral,event_boundary
sub-cs57,433.48,neutral,event_boundary
sub-cs57,435.0,neutral,event_boundary
sub-cs57,437.52,neutral,event_boundary
sub-cs57,439.6,neutral,event_boundary
sub-cs57,442.28,neutral,event_boundary
sub-cs57,445.24,neutral,event_boundary
sub-cs57,450.04,neutral,event_boundary
sub-cs57,451.4,neutral,event_boundary
sub-cs57,453.04,neutral,event_boundary
sub-cs57,453.88,neutral,event_boundary
sub-cs57,456.44,neutral,event_boundary
sub-cs57,456.96,neutral,event_boundary
sub-cs57,459.32,neutral,event_boundary
sub-cs57,475.44,neutral,event_boundary
sub-cs58,0.0,neutral,event_boundary
sub-cs58,4.72,neutral,event_boundary
sub-cs58,15.0,neutral,event_boundary
sub-cs58,16.72,neutral,event_boundary
sub-cs58,19.08,neutral,event_boundary
sub-cs58,21.72,neutral,event_boundary
sub-cs58,25.08,neutral,event_boundary
sub-cs58,27.08,neutral,event_boundary
sub-cs58,37.64,neutral,event_boundary
sub-cs58,46.16,neutral,event_boundary
sub-cs58,66.28,neutral,event_boundary
sub-cs58,66.8,neutral,event_boundary
sub-cs58,90.16,neutral,event_boundary
sub-cs58,92.72,neutral,event_boundary
sub-cs58,94.88,neutral,event_boundary
sub-cs58,99.32,neutral,event_boundary
sub-cs58,103.64,neutral,event_boundary
sub-cs58,108.28,neutral,event_boundary
sub-cs58,113.44,neutral,event_boundary
sub-cs58,115.0,neutral,event_boundary
sub-cs58,117.96,neutral,event_boundary
sub-cs58,120.0,neutral,event_boundary
sub-cs58,121.88,neutral,event_boundary
sub-cs58,126.52,neutral,event_boundary
sub-cs58,129.2,neutral,event_boundary
sub-cs58,137.56,neutral,event_boundary
sub-cs58,140.36,neutral,event_boundary
sub-cs58,143.36,neutral,event_boundary
sub-cs58,145.24,neutral,event_boundary
sub-cs58,147.88,neutral,event_boundary
sub-cs58,149.4,neutral,event_boundary
sub-cs58,150.76,neutral,event_boundary
sub-cs58,153.4,neutral,event_boundary
sub-cs58,153.92,neutral,event_boundary
sub-cs58,159.08,neutral,event_boundary
sub-cs58,161.16,neutral,event_boundary
sub-cs58,163.08,neutral,event_boundary
sub-cs58,167.28,neutral,event_boundary
sub-cs58,169.04,neutral,event_boundary
sub-cs58,170.68,neutral,event_boundary
sub-cs58,171.84,neutral,event_boundary
sub-cs58,173.48,neutral,event_boundary
sub-cs58,184.92,neutral,event_boundary
sub-cs58,211.6,neutral,event_boundary
sub-cs58,217.48,neutral,event_boundary
sub-cs58,254.24,neutral,event_boundary
sub-cs58,256.12,neutral,event_boundary
sub-cs58,261.6,neutral,event_boundary
sub-cs58,264.84,neutral,event_boundary
sub-cs58,266.68,neutral,event_boundary
sub-cs58,269.24,neutral,event_boundary
sub-cs58,273.04,neutral,event_boundary
sub-cs58,277.28,neutral,event_boundary
sub-cs58,281.28,neutral,event_boundary
sub-cs58,284.56,neutral,event_boundary
sub-cs58,288.76,neutral,event_boundary
sub-cs58,291.44,neutral,event_boundary
sub-cs58,307.88,neutral,event_boundary
sub-cs58,314.48,neutral,event_boundary
sub-cs58,328.52,neutral,event_boundary
sub-cs58,340.76,neutral,event_boundary
sub-cs58,346.2,neutral,event_boundary
sub-cs58,350.0,neutral,event_boundary
sub-cs58,357.84,neutral,event_boundary
sub-cs58,360.0,neutral,event_boundary
sub-cs58,362.56,neutral,event_boundary
sub-cs58,364.92,neutral,event_boundary
sub-cs58,367.76,neutral,event_boundary
sub-cs58,369.44,neutral,event_boundary
sub-cs58,371.64,neutral,event_boundary
sub-cs58,389.64,neutral,event_boundary
sub-cs58,407.88,neutral,event_boundary
sub-cs58,409.72,neutral,event_boundary
sub-cs58,419.04,neutral,event_boundary
sub-cs58,420.24,neutral,event_boundary
sub-cs58,424.36,neutral,event_boundary
sub-cs58,427.64,neutral,event_boundary
sub-cs58,428.72,neutral,event_boundary
sub-cs58,431.52,neutral,event_boundary
sub-cs58,433.48,neutral,event_boundary
sub-cs58,435.0,neutral,event_boundary
sub-cs58,437.52,neutral,event_boundary
sub-cs58,439.6,neutral,event_boundary
sub-cs58,442.28,neutral,event_boundary
sub-cs58,445.24,neutral,event_boundary
sub-cs58,450.04,neutral,event_boundary
sub-cs58,451.4,neutral,event_boundary
sub-cs58,453.04,neutral,event_boundary
sub-cs58,453.88,neutral,event_boundary
sub-cs58,456.44,neutral,event_boundary
sub-cs58,456.96,neutral,event_boundary
sub-cs58,459.32,neutral,event_boundary
sub-cs58,475.44,neutral,event_boundary
sub-cs60,0.0,neutral,event_boundary
sub-cs60,4.72,neutral,event_boundary
sub-cs60,15.0,neutral,event_boundary
sub-cs60,16.72,neutral,event_boundary
sub-cs60,19.08,neutral,event_boundary
sub-cs60,21.72,neutral,event_boundary
sub-cs60,25.08,neutral,event_boundary
sub-cs60,27.08,neutral,event_boundary
sub-cs60,37.64,neutral,event_boundary
sub-cs60,46.16,neutral,event_boundary
sub-cs60,66.28,neutral,event_boundary
sub-cs60,66.8,neutral,event_boundary
sub-cs60,90.16,neutral,event_boundary
sub-cs60,92.72,neutral,event_boundary
sub-cs60,94.88,neutral,event_boundary
sub-cs60,99.32,neutral,event_boundary
sub-cs60,103.64,neutral,event_boundary
sub-cs60,108.28,neutral,event_boundary
sub-cs60,113.44,neutral,event_boundary
sub-cs60,115.0,neutral,event_boundary
sub-cs60,117.96,neutral,event_boundary
sub-cs60,120.0,neutral,event_boundary
sub-cs60,121.88,neutral,event_boundary
sub-cs60,126.52,neutral,event_boundary
sub-cs60,129.2,neutral,event_boundary
sub-cs60,137.56,neutral,event_boundary
sub-cs60,140.36,neutral,event_boundary
sub-cs60,143.36,neutral,event_boundary
